PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34816256","Machine Learning-based Derivation and External Validation of a Tool to Predict Death and Development of Organ Failure in Hospitalized Patients with COVID-19","Xu Y, Trivedi A, Becker N, Blazes M, Ferres J, Lee A, Liles W, Bhatraju P.","Res Sq. 2021 Nov 16:rs.3.rs-1009310. doi: 10.21203/rs.3.rs-1009310/v1. Preprint.","Xu Y","Res Sq","2021","2021/11/24","PMC8609901","","10.21203/rs.3.rs-1009310/v1"
"31412949","A deep learning model for real-time mortality prediction in critically ill children","Kim SY, Kim S, Cho J, Kim YS, Sol IS, Sung Y, Cho I, Park M, Jang H, Kim YH, Kim KW, Sohn MH.","Crit Care. 2019 Aug 14;23(1):279. doi: 10.1186/s13054-019-2561-z.","Kim SY","Crit Care","2019","2019/08/16","PMC6694497","","10.1186/s13054-019-2561-z"
"35048222","Prognostic findings for ICU admission in patients with COVID-19 pneumonia: baseline and follow-up chest CT and the added value of artificial intelligence","Laino ME, Ammirabile A, Lofino L, Lundon DJ, Chiti A, Francone M, Savevski V.","Emerg Radiol. 2022 Apr;29(2):243-262. doi: 10.1007/s10140-021-02008-y. Epub 2022 Jan 20.","Laino ME","Emerg Radiol","2022","2022/01/20","PMC8769787","","10.1007/s10140-021-02008-y"
"35455716","Machine-Learning-Based Late Fusion on Multi-Omics and Multi-Scale Data for Non-Small-Cell Lung Cancer Diagnosis","Carrillo-Perez F, Morales JC, Castillo-Secilla D, Gevaert O, Rojas I, Herrera LJ.","J Pers Med. 2022 Apr 8;12(4):601. doi: 10.3390/jpm12040601.","Carrillo-Perez F","J Pers Med","2022","2022/04/23","PMC9025878","","10.3390/jpm12040601"
"32593387","Classification of myocardial infarction based on hybrid feature extraction and artificial intelligence tools by adopting tunable-Q wavelet transform (TQWT), variational mode decomposition (VMD) and neural networks","Zeng W, Yuan J, Yuan C, Wang Q, Liu F, Wang Y.","Artif Intell Med. 2020 Jun;106:101848. doi: 10.1016/j.artmed.2020.101848. Epub 2020 May 18.","Zeng W","Artif Intell Med","2020","2020/06/29","","","10.1016/j.artmed.2020.101848"
"36227847","A deep-learning approach for automatically detecting gait-events based on foot-marker kinematics in children with cerebral palsy-Which markers work best for which gait patterns?","Kim YK, Visscher RMS, Viehweger E, Singh NB, Taylor WR, Vogl F.","PLoS One. 2022 Oct 13;17(10):e0275878. doi: 10.1371/journal.pone.0275878. eCollection 2022.","Kim YK","PLoS One","2022","2022/10/13","PMC9562216","","10.1371/journal.pone.0275878"
"35373136","Artificial Intelligence for AKI!Now: Let's Not Await Plato's Utopian Republic","Soranno DE, Bihorac A, Goldstein SL, Kashani KB, Menon S, Nadkarni GN, Neyra JA, Pannu NI, Singh K, Cerda J, Koyner JL; AKI!Now Artificial Intelligence Workgroup for the American Society of Nephrology.","Kidney360. 2021 Nov 18;3(2):376-381. doi: 10.34067/KID.0003472021. eCollection 2022 Feb 24.","Soranno DE","Kidney360","2021","2022/04/04","PMC8967630","","10.34067/KID.0003472021"
"35950615","Development and External Validation of a Machine Learning Model for the Early Prediction of Doses of Harmful Intracranial Pressure in Patients with Severe Traumatic Brain Injury","Carra G, Güiza F, Piper I, Citerio G, Maas A, Depreitere B, Meyfroidt G; CENTER-TBI High-Resolution ICU (HR ICU) Sub-Study Participants and Investigators.","J Neurotrauma. 2022 Sep 13. doi: 10.1089/neu.2022.0251. Online ahead of print.","Carra G","J Neurotrauma","2022","2022/08/11","","","10.1089/neu.2022.0251"
"33227577","SSP: Early prediction of sepsis using fully connected LSTM-CNN model","Rafiei A, Rezaee A, Hajati F, Gheisari S, Golzan M.","Comput Biol Med. 2021 Jan;128:104110. doi: 10.1016/j.compbiomed.2020.104110. Epub 2020 Nov 10.","Rafiei A","Comput Biol Med","2021","2020/11/23","","","10.1016/j.compbiomed.2020.104110"
"33044286","Early Sepsis Prediction Using Ensemble Learning With Deep Features and Artificial Features Extracted From Clinical Electronic Health Records","He Z, Du L, Zhang P, Zhao R, Chen X, Fang Z.","Crit Care Med. 2020 Dec;48(12):e1337-e1342. doi: 10.1097/CCM.0000000000004644.","He Z","Crit Care Med","2020","2020/10/12","","","10.1097/CCM.0000000000004644"
"31845845","Deep Learning for Predicting Enhancing Lesions in Multiple Sclerosis from Noncontrast MRI","Narayana PA, Coronado I, Sujit SJ, Wolinsky JS, Lublin FD, Gabr RE.","Radiology. 2020 Feb;294(2):398-404. doi: 10.1148/radiol.2019191061. Epub 2019 Dec 17.","Narayana PA","Radiology","2020","2019/12/18","PMC6980901","NIHMS1064477","10.1148/radiol.2019191061"
"36496427","Is there a civic duty to support medical AI development by sharing electronic health records?","Müller S.","BMC Med Ethics. 2022 Dec 10;23(1):134. doi: 10.1186/s12910-022-00871-z.","Müller S","BMC Med Ethics","2022","2022/12/10","PMC9736708","","10.1186/s12910-022-00871-z"
"26958203","Causal Phenotype Discovery via Deep Networks","Kale DC, Che Z, Bahadori MT, Li W, Liu Y, Wetzel R.","AMIA Annu Symp Proc. 2015 Nov 5;2015:677-86. eCollection 2015.","Kale DC","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765623","",""
"33345948","Development and Prospective Validation of a Deep Learning Algorithm for Predicting Need for Mechanical Ventilation","Shashikumar SP, Wardi G, Paul P, Carlile M, Brenner LN, Hibbert KA, North CM, Mukerji SS, Robbins GK, Shao YP, Westover MB, Nemati S, Malhotra A.","Chest. 2021 Jun;159(6):2264-2273. doi: 10.1016/j.chest.2020.12.009. Epub 2020 Dec 17.","Shashikumar SP","Chest","2021","2020/12/21","PMC8027289","","10.1016/j.chest.2020.12.009"
"33152415","Left ventricular systolic dysfunction identification using artificial intelligence-augmented electrocardiogram in cardiac intensive care unit patients","Jentzer JC, Kashou AH, Attia ZI, Lopez-Jimenez F, Kapa S, Friedman PA, Noseworthy PA.","Int J Cardiol. 2021 Mar 1;326:114-123. doi: 10.1016/j.ijcard.2020.10.074. Epub 2020 Nov 2.","Jentzer JC","Int J Cardiol","2021","2020/11/05","","","10.1016/j.ijcard.2020.10.074"
"34560776","Deep learning-driven scaffold hopping in the discovery of Akt kinase inhibitors","Wang Z, Ran T, Xu F, Wen C, Song S, Zhou Y, Chen H, Lu X.","Chem Commun (Camb). 2021 Oct 12;57(81):10588-10591. doi: 10.1039/d1cc03392a.","Wang Z","Chem Commun (Camb)","2021","2021/09/24","","","10.1039/d1cc03392a"
"35731078","IL-4/13 Blockade and sleep-related adverse drug reactions in over 37,000 Dupilumab reports from the World Health Organization Individual Case Safety reporting pharmacovigilance database (VigiBase™): a big data and machine learning analysis","Alroobaea R, Rubaiee S, Hanbazazah AS, Jahrami H, Garbarino S, Damiani G, Wu J, Bragazzi NL.","Eur Rev Med Pharmacol Sci. 2022 Jun;26(11):4074-4081. doi: 10.26355/eurrev_202206_28977.","Alroobaea R","Eur Rev Med Pharmacol Sci","2022","2022/06/22","","","10.26355/eurrev_202206_28977"
"29696139","A Machine Learning Application Based in Random Forest for Integrating Mass Spectrometry-Based Metabolomic Data: A Simple Screening Method for Patients With Zika Virus","Melo CFOR, Navarro LC, de Oliveira DN, Guerreiro TM, Lima EO, Delafiori J, Dabaja MZ, Ribeiro MDS, de Menezes M, Rodrigues RGM, Morishita KN, Esteves CZ, de Amorim ALL, Aoyagui CT, Parise PL, Milanez GP, do Nascimento GM, Ribas Freitas AR, Angerami R, Costa FTM, Arns CW, Resende MR, Amaral E, Junior RP, Ribeiro-do-Valle CC, Milanez H, Moretti ML, Proenca-Modena JL, Avila S, Rocha A, Catharino RR.","Front Bioeng Biotechnol. 2018 Apr 11;6:31. doi: 10.3389/fbioe.2018.00031. eCollection 2018.","Melo CFOR","Front Bioeng Biotechnol","2018","2018/04/27","PMC5904215","","10.3389/fbioe.2018.00031"
"34242690","The effect of cardiac rhythm on artificial intelligence-enabled ECG evaluation of left ventricular ejection fraction prediction in cardiac intensive care unit patients","Kashou AH, Noseworthy PA, Lopez-Jimenez F, Attia ZI, Kapa S, Friedman PA, Jentzer JC.","Int J Cardiol. 2021 Sep 15;339:54-55. doi: 10.1016/j.ijcard.2021.07.001. Epub 2021 Jul 7.","Kashou AH","Int J Cardiol","2021","2021/07/09","","","10.1016/j.ijcard.2021.07.001"
"34088083","Prediction of copper ions adsorption by attapulgite adsorbent using tuned-artificial intelligence model","Bhagat SK, Pyrgaki K, Salih SQ, Tiyasha T, Beyaztas U, Shahid S, Yaseen ZM.","Chemosphere. 2021 Aug;276:130162. doi: 10.1016/j.chemosphere.2021.130162. Epub 2021 Mar 4.","Bhagat SK","Chemosphere","2021","2021/06/05","","","10.1016/j.chemosphere.2021.130162"
"34291058","Early Prediction of Mortality, Severity, and Length of Stay in the Intensive Care Unit of Sepsis Patients Based on Sepsis 3.0 by Machine Learning Models","Su L, Xu Z, Chang F, Ma Y, Liu S, Jiang H, Wang H, Li D, Chen H, Zhou X, Hong N, Zhu W, Long Y.","Front Med (Lausanne). 2021 Jun 28;8:664966. doi: 10.3389/fmed.2021.664966. eCollection 2021.","Su L","Front Med (Lausanne)","2021","2021/07/22","PMC8288021","","10.3389/fmed.2021.664966"
"34151965","Multitask prediction of organ dysfunction in the intensive care unit using sequential subnetwork routing","Roy S, Mincu D, Loreaux E, Mottram A, Protsyuk I, Harris N, Xue Y, Schrouff J, Montgomery H, Connell A, Tomasev N, Karthikesalingam A, Seneviratne M.","J Am Med Inform Assoc. 2021 Aug 13;28(9):1936-1946. doi: 10.1093/jamia/ocab101.","Roy S","J Am Med Inform Assoc","2021","2021/06/21","PMC8363803","","10.1093/jamia/ocab101"
"29471111","Mortality prediction in intensive care units (ICUs) using a deep rule-based fuzzy classifier","Davoodi R, Moradi MH.","J Biomed Inform. 2018 Mar;79:48-59. doi: 10.1016/j.jbi.2018.02.008. Epub 2018 Feb 19.","Davoodi R","J Biomed Inform","2018","2018/02/23","","","10.1016/j.jbi.2018.02.008"
"36633868","Long-term Effect of Machine Learning-Triggered Behavioral Nudges on Serious Illness Conversations and End-of-Life Outcomes Among Patients With Cancer: A Randomized Clinical Trial","Manz CR, Zhang Y, Chen K, Long Q, Small DS, Evans CN, Chivers C, Regli SH, Hanson CW, Bekelman JE, Braun J, Rareshide CAL, O'Connor N, Kumar P, Schuchter LM, Shulman LN, Patel MS, Parikh RB.","JAMA Oncol. 2023 Jan 12:e226303. doi: 10.1001/jamaoncol.2022.6303. Online ahead of print.","Manz CR","JAMA Oncol","2023","2023/01/12","PMC9857721","","10.1001/jamaoncol.2022.6303"
"36405610","Using machine learning models to predict the duration of the recovery of COVID-19 patients hospitalized in Fangcang shelter hospital during the Omicron BA. 2.2 pandemic","Xu Y, Ye W, Song Q, Shen L, Liu Y, Guo Y, Liu G, Wu H, Wang X, Sun X, Bai L, Luo C, Liao T, Chen H, Song C, Huang C, Wu Y, Xu Z.","Front Med (Lausanne). 2022 Nov 2;9:1001801. doi: 10.3389/fmed.2022.1001801. eCollection 2022.","Xu Y","Front Med (Lausanne)","2022","2022/11/21","PMC9666500","","10.3389/fmed.2022.1001801"
"35097006","ACEI/ARB Medication During ICU Stay Decrease All-Cause In-hospital Mortality in Critically Ill Patients With Hypertension: A Retrospective Cohort Study Based on Machine Learning","Yang B, Xu S, Wang D, Chen Y, Zhou Z, Shen C.","Front Cardiovasc Med. 2022 Jan 12;8:787740. doi: 10.3389/fcvm.2021.787740. eCollection 2021.","Yang B","Front Cardiovasc Med","2022","2022/01/31","PMC8791359","","10.3389/fcvm.2021.787740"
"35783603","Development and Validation of Machine Learning Models for Real-Time Mortality Prediction in Critically Ill Patients With Sepsis-Associated Acute Kidney Injury","Luo XQ, Yan P, Duan SB, Kang YX, Deng YH, Liu Q, Wu T, Wu X.","Front Med (Lausanne). 2022 Jun 15;9:853102. doi: 10.3389/fmed.2022.853102. eCollection 2022.","Luo XQ","Front Med (Lausanne)","2022","2022/07/05","PMC9240603","","10.3389/fmed.2022.853102"
"35672719","Evaluation of the models generated from clinical features and deep learning-based segmentations: Can thoracic CT on admission help us to predict hospitalized COVID-19 patients who will require intensive care?","Gülbay M, Baştuğ A, Özkan E, Öztürk BY, Mendi BAR, Bodur H.","BMC Med Imaging. 2022 Jun 7;22(1):110. doi: 10.1186/s12880-022-00833-2.","Gülbay M","BMC Med Imaging","2022","2022/06/07","PMC9172094","","10.1186/s12880-022-00833-2"
"34326613","Non-occlusive mesenteric ischemia: Diagnostic challenges and perspectives in the era of artificial intelligence","Bourcier S, Klug J, Nguyen LS.","World J Gastroenterol. 2021 Jul 14;27(26):4088-4103. doi: 10.3748/wjg.v27.i26.4088.","Bourcier S","World J Gastroenterol","2021","2021/07/30","PMC8311528","","10.3748/wjg.v27.i26.4088"
"33120725","Incidental cerebral aneurysms detected by a computer-assisted detection system based on artificial intelligence: A case series","Shimada Y, Tanimoto T, Nishimori M, Choppin A, Meir A, Ozaki A, Higuchi A, Kosaka M, Shimahara Y, Kitamura N.","Medicine (Baltimore). 2020 Oct 23;99(43):e21518. doi: 10.1097/MD.0000000000021518.","Shimada Y","Medicine (Baltimore)","2020","2020/10/30","PMC7581039","","10.1097/MD.0000000000021518"
"34640372","Application of an Exploratory Knowledge-Discovery Pipeline Based on Machine Learning to Multi-Scale OMICS Data to Characterise Myocardial Injury in a Cohort of Patients with Septic Shock: An Observational Study","Bollen Pinto B, Ribas Ripoll V, Subías-Beltrán P, Herpain A, Barlassina C, Oliveira E, Pastorelli R, Braga D, Barcella M, Subirats L, Bauzá-Martinez J, Odena A, Ferrario M, Baselli G, Aletti F, Bendjelid K, On Behalf Of The Shockomics Consortium.","J Clin Med. 2021 Sep 24;10(19):4354. doi: 10.3390/jcm10194354.","Bollen Pinto B","J Clin Med","2021","2021/10/13","PMC8509561","","10.3390/jcm10194354"
"31846424","A comprehensive evaluation for the prediction of mortality in intensive care units with LSTM networks: patients with cardiovascular disease","Maheshwari S, Agarwal A, Shukla A, Tiwari R.","Biomed Tech (Berl). 2020 Aug 27;65(4):435-446. doi: 10.1515/bmt-2018-0206.","Maheshwari S","Biomed Tech (Berl)","2020","2019/12/18","","","10.1515/bmt-2018-0206"
"33323564","Artificial intelligence in ophthalmology and healthcare: An updated review of the techniques in use","Bali J, Bali O.","Indian J Ophthalmol. 2021 Jan;69(1):8-13. doi: 10.4103/ijo.IJO_1848_19.","Bali J","Indian J Ophthalmol","2021","2020/12/16","PMC7926114","","10.4103/ijo.IJO_1848_19"
"32970812","A Prognostic Predictive System Based on Deep Learning for Locoregionally Advanced Nasopharyngeal Carcinoma","Qiang M, Li C, Sun Y, Sun Y, Ke L, Xie C, Zhang T, Zou Y, Qiu W, Gao M, Li Y, Li X, Zhan Z, Liu K, Chen X, Liang C, Chen Q, Mai H, Xie G, Guo X, Lv X.","J Natl Cancer Inst. 2021 May 4;113(5):606-615. doi: 10.1093/jnci/djaa149.","Qiang M","J Natl Cancer Inst","2021","2020/09/24","PMC8096375","","10.1093/jnci/djaa149"
"34336164","Artificial Intelligence Pulse Coupled Neural Network Algorithm in the Diagnosis and Treatment of Severe Sepsis Complicated with Acute Kidney Injury under Ultrasound Image","Ying F, Chen S, Pan G, He Z.","J Healthc Eng. 2021 Jul 20;2021:6761364. doi: 10.1155/2021/6761364. eCollection 2021.","Ying F","J Healthc Eng","2021","2021/08/02","PMC8315850","","10.1155/2021/6761364"
"35441086","Machine learning model for predicting the length of stay in the intensive care unit for Covid-19 patients in the eastern province of Saudi Arabia","Alabbad DA, Almuhaideb AM, Alsunaidi SJ, Alqudaihi KS, Alamoudi FA, Alhobaishi MK, Alaqeel NA, Alshahrani MS.","Inform Med Unlocked. 2022;30:100937. doi: 10.1016/j.imu.2022.100937. Epub 2022 Apr 14.","Alabbad DA","Inform Med Unlocked","2022","2022/04/20","PMC9010025","","10.1016/j.imu.2022.100937"
"30295770","Predicting individual physiologically acceptable states at discharge from a pediatric intensive care unit","Carlin CS, Ho LV, Ledbetter DR, Aczon MD, Wetzel RC.","J Am Med Inform Assoc. 2018 Dec 1;25(12):1600-1607. doi: 10.1093/jamia/ocy122.","Carlin CS","J Am Med Inform Assoc","2018","2018/10/09","PMC7647156","","10.1093/jamia/ocy122"
"33952341","Creation of an artificial intelligence model for intubation difficulty classification by deep learning (convolutional neural network) using face images: an observational study","Hayasaka T, Kawano K, Kurihara K, Suzuki H, Nakane M, Kawamae K.","J Intensive Care. 2021 May 6;9(1):38. doi: 10.1186/s40560-021-00551-x.","Hayasaka T","J Intensive Care","2021","2021/05/06","PMC8101256","","10.1186/s40560-021-00551-x"
"36386354","The predictive value of pressure recording analytical method for the duration of mechanical ventilation in children undergoing cardiac surgery with an XGBoost-based machine learning model","Li M, Wang S, Zhang H, Zhang H, Wu Y, Meng B.","Front Cardiovasc Med. 2022 Oct 28;9:1036340. doi: 10.3389/fcvm.2022.1036340. eCollection 2022.","Li M","Front Cardiovasc Med","2022","2022/11/17","PMC9649993","","10.3389/fcvm.2022.1036340"
"32205618","Detecting Patient Deterioration Using Artificial Intelligence in a Rapid Response System","Cho KJ, Kwon O, Kwon JM, Lee Y, Park H, Jeon KH, Kim KH, Park J, Oh BH.","Crit Care Med. 2020 Apr;48(4):e285-e289. doi: 10.1097/CCM.0000000000004236.","Cho KJ","Crit Care Med","2020","2020/03/25","","","10.1097/CCM.0000000000004236"
"35773884","Treatment Prediction in the ICU Setting Using a Partitioned, Sequential Deep Time Series Analysis","Shapiro M, Shahar Y.","Stud Health Technol Inform. 2022 Jun 29;295:360-361. doi: 10.3233/SHTI220738.","Shapiro M","Stud Health Technol Inform","2022","2022/07/01","","","10.3233/SHTI220738"
"35657011","Clinically Interpretable Machine Learning Models for Early Prediction of Mortality in Older Patients with Multiple Organ Dysfunction Syndrome (MODS): An International Multicenter Retrospective Study","Liu X, Dumontier C, Hu P, Liu C, Yeung W, Mao Z, Ho V, Pj T, Kuo PC, Hu J, Li D, Cao D, Mark RG, Zhou FH, Zhang Z, Celi LA.","J Gerontol A Biol Sci Med Sci. 2022 Jun 3:glac107. doi: 10.1093/gerona/glac107. Online ahead of print.","Liu X","J Gerontol A Biol Sci Med Sci","2022","2022/06/03","","","10.1093/gerona/glac107"
"30815086","An Interpretable ICU Mortality Prediction Model Based on Logistic Regression and Recurrent Neural Networks with LSTM units","Ge W, Huh JW, Park YR, Lee JH, Kim YH, Turchin A.","AMIA Annu Symp Proc. 2018 Dec 5;2018:460-469. eCollection 2018.","Ge W","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371274","",""
"33711001","A Simulated Prospective Evaluation of a Deep Learning Model for Real-Time Prediction of Clinical Deterioration Among Ward Patients","Shah PK, Ginestra JC, Ungar LH, Junker P, Rohrbach JI, Fishman NO, Weissman GE.","Crit Care Med. 2021 Aug 1;49(8):1312-1321. doi: 10.1097/CCM.0000000000004966.","Shah PK","Crit Care Med","2021","2021/03/12","PMC8282687","NIHMS1671397","10.1097/CCM.0000000000004966"
